HOLE-ID,DIST_M,AZ_UTM,DIP
10413,0.00,182.31,-82.00
10414,0.00,2.31,87.00
10415,0.00,188.73,-82.22
10415,64.00,188.73,-77.00
10415,124.96,188.73,-75.00
10416,0.00,182.31,-90.00
10416,60.96,176.65,-84.00
10416,121.92,170.98,-80.00
10416,182.88,165.31,-77.50
10416,221.89,165.31,-76.00
10417,0.00,182.31,-86.00
10417,56.38,182.31,-75.50
10418,0.00,182.31,-87.00
10418,56.38,182.31,-79.50
10419,0.00,182.31,-82.00
1042,0.00,181.31,0.00
1042,83.82,181.31,2.00
1042,167.64,181.31,7.00
10420,0.00,182.31,-85.00
10421,0.00,2.31,-80.00
10421,121.92,2.31,-79.00
10422,0.00,2.31,-90.00
10422,60.96,2.31,-86.00
10422,121.92,2.31,-86.00
10422,182.88,2.31,-87.00
10422,243.84,2.31,-83.50
10422,304.80,2.31,-82.00
10422,364.23,2.31,-82.00
10422,365.76,2.31,-82.00
10422,426.72,2.31,-74.00
10423,0.00,2.31,0.00
10424,0.00,182.31,0.00
10425,0.00,5.46,81.32
10426,0.00,185.46,-81.32
10427,0.00,330.63,81.65
10428,0.00,150.63,-81.65
10429,0.00,361.81,81.42
1043,0.00,358.31,65.00
10430,0.00,181.81,-81.42
10431,0.00,4.79,43.57
10431,75.28,4.79,29.00
10432,0.00,335.58,11.75
10433,0.00,352.91,12.93
10434,0.00,182.31,70.00
10435,0.00,182.31,-70.00
10436,0.00,2.31,-90.00
10437,0.00,2.31,90.00
10438,0.00,326.71,2.50
10439,0.00,2.31,-90.00
10439,56.38,2.31,-88.00
1044,0.00,350.31,83.00
10440,0.00,2.31,-90.00
10441,0.00,2.31,-90.00
10442,0.00,2.31,-75.00
10443,0.00,164.51,14.50
10444,0.00,163.58,14.92
10445,0.00,2.31,-85.00
10446,0.00,2.31,75.00
10447,0.00,2.31,82.00
10447,73.15,2.31,63.50
10448,0.00,2.31,-65.00
10449,0.00,182.31,-77.00
1045,0.00,2.31,90.00
10450,0.00,2.31,77.00
10450,68.58,2.31,45.50
10451,0.00,182.31,-82.00
10451,71.62,182.31,-55.00
10452,0.00,182.31,65.00
10453,0.00,182.01,-52.00
10454,0.00,182.31,65.00
10455,0.00,182.31,-52.00
10456,0.00,182.31,85.00
10457,0.00,227.31,45.00
10458,0.00,2.31,-75.00
10459,0.00,2.31,75.00
1046,0.00,301.31,87.00
10460,0.00,182.31,-75.00
10460,72.23,182.31,-57.50
10461,0.00,182.31,75.00
10461,90.83,182.31,87.00
10462,0.00,212.51,68.70
10463,0.00,173.51,-55.58
10464,0.00,252.53,-35.63
10465,0.00,171.09,-48.97
10466,0.00,178.18,-41.42
10466B,0.00,172.61,0.00
10467,0.00,182.31,-15.00
10468,0.00,182.31,-65.00
10469,0.00,16.18,0.16
1047,0.00,2.31,90.00
10470,0.00,180.34,0.87
10470,131.06,180.34,-7.00
10470,251.46,180.34,-10.50
10471,0.00,361.61,-0.70
10471,109.72,361.61,6.00
10472,0.00,353.59,23.72
10473,0.00,182.31,-87.00
10473,62.48,182.31,-83.00
10474,0.00,103.64,-42.00
10474,54.86,103.64,-44.00
10475,0.00,181.43,0.00
10475,67.05,181.43,-7.50
10475,143.25,181.43,-9.50
10476,0.00,2.31,70.00
10476,56.38,2.31,54.00
10477,0.00,2.31,-80.00
10478,0.00,2.31,70.00
10479,0.00,2.31,-75.00
1048,0.00,7.31,84.00
10480,0.00,2.31,70.00
10480,53.34,2.31,62.00
10481,0.00,356.31,35.00
10482,0.00,341.01,1.62
10483,0.00,359.03,1.37
10484,0.00,45.97,0.05
10485,0.00,13.68,0.00
10485,121.92,13.68,12.00
10485,251.46,13.68,16.00
10486,0.00,2.31,-85.00
10486,56.38,2.31,-83.00
10487,0.00,2.31,90.00
10488,0.00,182.31,65.00
10488,74.06,182.31,57.00
10489,0.00,180.13,-50.68
1049,0.00,15.31,76.00
10490,0.00,2.31,-70.00
10491,0.00,182.31,80.00
10492,0.00,214.08,59.15
10492,60.96,214.08,46.00
10493,0.00,193.84,-0.01
10493,83.82,193.84,11.50
10493,91.44,193.84,11.50
10493,167.64,193.84,15.50
10494,0.00,360.88,-1.21
10494,65.53,360.88,2.00
10494,126.49,360.88,3.50
10494,182.88,360.88,8.50
10494,246.88,360.88,11.00
10494,304.80,360.88,15.00
10494,368.80,360.88,17.50
10495,0.00,182.31,-80.00
10495,57.91,182.31,-67.00
10496,0.00,2.31,80.00
10497,0.00,182.31,-80.00
10497,57.91,182.31,-71.50
10498,0.00,177.73,-41.55
10499,0.00,135.41,1.73
10-4995-1,0.00,221.11,90.00
10-4995-1,42.67,221.11,88.30
10-4995-2,0.00,183.84,-65.00
10-4995-2,30.48,188.41,-65.40
10-4995-2,60.96,188.91,-65.40
10-4995-2,91.44,184.51,-65.60
10-4995-3,0.00,2.85,-75.00
10-4995-3,30.48,361.21,-74.40
10-4995-3,60.96,360.21,-74.50
10-4995-3,91.44,360.21,-74.70
105,0.00,167.31,0.00
1050,0.00,68.31,69.00
10500,0.00,175.16,51.50
10501,0.00,350.88,44.97
10502,0.00,347.59,-42.62
10503,0.00,182.31,45.00
10504,0.00,182.31,-45.00
10505,0.00,2.31,90.00
10506,0.00,255.47,51.83
10506,58.52,255.47,42.00
10507,0.00,91.08,45.85
10507,70.10,91.08,36.00
10-5070-1A,0.00,362.31,-80.00
10-5070-1A,30.48,7.21,-79.00
10-5070-1A,60.96,360.01,-77.30
10-5070-1A,85.95,360.01,-78.60
10-5070-1B,0.00,185.50,-80.00
10-5070-1B,30.48,182.31,-79.40
10-5070-1B,60.96,180.11,-78.70
10-5070-1B,91.44,177.51,-78.20
10508,0.00,166.19,67.35
10508,64.00,166.19,58.00
10509,0.00,180.86,40.55
10509,60.96,180.86,33.50
10509,121.31,180.86,31.00
1051,0.00,85.31,0.00
10510,0.00,168.68,81.87
10510,85.34,168.68,86.00
10-5100-1,0.00,267.91,90.00
10-5100-1,39.62,267.91,88.80
10-5100-2,0.00,9.50,-70.00
10-5100-2,30.48,8.81,-68.50
10-5100-2,60.96,8.51,-68.00
10-5100-2,91.44,8.51,-66.00
10-5100-3,0.00,181.85,-60.00
10-5100-3,30.48,183.91,-56.30
10-5100-3,60.96,185.31,-54.10
10-5100-3,91.44,185.11,-53.00
10511,0.00,38.66,-63.57
10511,56.38,38.66,-62.50
10512,0.00,218.66,63.57
10512,54.86,218.66,58.00
10513,0.00,319.56,44.37
10514,0.00,62.28,46.52
10-5145-1,0.00,174.08,65.00
10-5145-2,0.00,2.76,-40.00
10-5145-2,36.57,4.51,-40.60
10-5145-3,0.00,353.10,-80.00
10-5145-3,36.57,5.81,-80.50
10-5145-3,76.20,14.31,-81.00
10515,0.00,219.31,-66.35
10515,82.29,219.31,-53.00
10516,0.00,2.31,-60.00
10516,48.76,2.31,-52.00
10517,0.00,2.31,-75.00
10518,0.00,2.31,82.00
10518,36.57,2.31,77.00
10519,0.00,182.31,-82.00
1052,0.00,342.31,0.00
10520,0.00,2.31,-75.00
10-5205-1,0.00,2.53,50.00
10-5205-1,45.72,3.11,49.70
10-5205-2,0.00,181.60,75.00
10-5205-2,45.72,188.81,76.50
10521,0.00,185.29,46.13
10521,60.96,185.29,42.00
10521,118.87,185.29,38.00
10522,0.00,359.69,-0.27
10523,0.00,2.31,90.00
10523,60.96,2.31,82.00
10524,0.00,182.31,-80.00
10525,0.00,182.31,-82.00
10525,54.86,182.31,-74.50
10526,0.00,182.31,82.00
10-5265-1,0.00,2.40,60.00
10-5265-1,27.43,360.71,59.80
10-5265-1,54.86,360.71,59.50
10-5265-2,0.00,185.47,45.00
10-5265-2,54.86,185.61,44.50
10-5265-3,0.00,359.12,-40.00
10-5265-3,30.48,360.31,-37.70
10-5265-3,60.96,359.61,-37.00
10-5265-4,0.00,87.81,-90.00
10-5265-4,30.48,87.81,-88.60
10-5265-5,0.00,183.48,-55.00
10-5265-5,45.72,185.11,-52.40
10-5265-6,0.00,357.45,85.00
10-5265-6,51.81,357.45,84.40
10-5265-7,0.00,171.21,75.00
10-5265-7A,0.00,180.60,55.00
10-5265-7A,30.48,180.60,52.50
10-5265-7A,60.96,180.01,52.80
10527,0.00,267.13,87.87
10528,0.00,87.13,-87.87
10529,0.00,163.88,87.10
10-5295-1,0.00,7.97,90.00
10-5295-1A,0.00,171.21,65.00
10-5295-1A,36.57,172.61,65.10
10-5295-2,0.00,50.31,-90.00
10-5295-2,30.48,50.31,-89.20
10-5295-3,0.00,360.66,-12.00
10-5295-3,36.57,2.51,-10.60
10-5295-4,0.00,181.89,-80.00
10-5295-4,54.86,181.89,-79.40
1053,0.00,161.31,-43.00
10530,0.00,343.88,-87.10
10531,0.00,7.64,72.00
10531,42.67,7.64,65.00
10531,91.44,7.64,64.00
10532,0.00,7.08,-82.10
10-5325-1,0.00,6.41,-60.00
10-5325-1,45.72,6.41,-58.90
10-5325-1,76.20,4.61,-58.70
10-5325-2,0.00,77.61,-90.00
10-5325-2,45.72,77.61,-89.30
10-5325-2,77.72,77.31,-88.70
10-5325-3,0.00,187.24,-60.00
10-5325-3,30.48,186.41,-59.60
10-5325-3,60.96,184.91,-58.40
10-5325-3,91.44,184.21,-56.60
10-5325-4,0.00,13.49,80.00
10-5325-4,60.96,5.61,78.70
10533,0.00,185.66,35.00
10534,0.00,181.94,35.00
10-5340-1,0.00,162.06,90.00
10-5340-2,0.00,176.48,30.00
10-5340-2,45.72,183.21,28.60
10-5340-2,76.20,186.31,25.80
10-5340-3,0.00,360.47,-45.00
10-5340-3,53.34,2.91,-44.90
10535,0.00,183.38,-40.00
10536,0.00,27.53,-0.35
10536,117.34,27.53,10.00
10536,228.60,27.53,14.00
10537,0.00,10.59,0.47
10537,109.72,10.59,6.00
10537,228.60,10.59,7.00
10538,0.00,2.31,60.00
10538,68.58,2.31,51.50
10539,0.00,13.24,39.70
1054,0.00,171.31,0.00
10540,0.00,10.79,68.02
10541,0.00,4.64,39.08
10542,0.00,11.97,-68.62
10543,0.00,186.97,1.33
10544,0.00,186.26,-77.00
10545,0.00,2.31,85.00
10546,0.00,182.31,-85.00
10547,0.00,2.31,82.00
10548,0.00,182.31,-82.00
10549,0.00,2.31,82.00
1055,0.00,180.31,0.00
10550,0.00,182.31,-82.00
10551,0.00,2.31,-90.00
10552,0.00,2.31,82.00
10552,53.34,2.31,70.50
10553,0.00,182.31,-82.00
10553,57.91,182.31,-79.50
10554,0.00,5.56,50.15
10555,0.00,4.71,-58.77
10556,0.00,2.31,-82.00
10557,0.00,19.43,37.23
10558,0.00,200.74,89.38
10559,0.00,182.31,82.00
10559,49.68,182.31,83.00
1056,0.00,358.31,0.00
10560,0.00,182.31,-85.00
10561,0.00,182.31,-75.00
10562,0.00,2.31,90.00
10562,53.34,2.31,89.00
10-5625-2,0.00,324.51,-28.30
10-5625-4,0.00,193.01,-28.90
10-5625-4,38.10,196.31,-27.10
10563,0.00,182.31,-85.00
10564,0.00,2.31,85.00
10564,57.91,2.31,83.00
10565,0.00,182.31,-85.00
10566,0.00,2.31,85.00
10566,51.81,2.31,86.00
10567,0.00,2.31,-90.00
10568,0.00,182.31,-75.00
10569,0.00,186.93,-77.00
1057,0.00,356.31,-43.00
10570,0.00,317.31,87.07
10571,0.00,45.91,-87.95
10572,0.00,236.63,86.85
10573,0.00,56.63,-86.85
10574,0.00,6.47,49.65
10575,0.00,355.48,-60.66
10576,0.00,2.31,-64.77
10-5760-1,0.00,361.01,-37.30
10-5760-2,0.00,324.31,-30.20
10-5760-2,36.57,323.01,-31.70
10-5760-3,0.00,246.01,-40.00
10577,0.00,12.24,47.90
10578,0.00,2.31,90.00
10579,0.00,2.31,-90.00
1058,0.00,348.31,0.00
10580,0.00,193.13,-71.50
10580,30.48,193.13,-68.00
10580,60.96,193.13,-69.00
10580,91.44,193.13,-67.00
10581,0.00,277.31,-62.50
10581,30.48,277.31,-61.00
10581,73.15,277.31,-53.50
10582,0.00,10.81,-34.90
10583,0.00,349.15,0.38
10584,0.00,4.19,76.45
10585,0.00,184.16,-78.80
10585,68.58,184.16,-71.50
10586,0.00,4.73,-58.70
10586,45.72,4.73,-53.00
10586,103.63,4.73,-37.00
10587,0.00,3.24,48.35
10587,45.72,3.24,38.00
10587,91.44,3.24,29.00
10588,0.00,358.58,79.37
10588,68.58,358.58,59.50
10589,0.00,361.04,75.53
10589,53.34,361.04,68.50
1059,0.00,346.31,-44.00
10590,0.00,188.89,-75.62
10590,53.34,188.89,-76.00
10591,0.00,307.09,-61.77
10-5910-1,0.00,362.31,20.00
10-5910-1,30.48,5.41,22.60
10-5910-2,0.00,362.31,50.00
10-5910-2,54.86,4.81,47.50
10-5910-3,0.00,362.31,75.00
10-5910-3A,0.00,362.31,65.00
10-5910-3A,25.60,4.21,64.40
10592,0.00,53.34,-61.77
10593,0.00,338.78,29.17
10594,0.00,346.44,60.80
10595,0.00,349.13,62.43
10596,0.00,190.47,62.05
10597,0.00,182.31,84.25
10597,88.39,182.31,83.50
10598,0.00,173.03,74.07
10599,0.00,6.04,65.00
10599,83.82,6.04,45.00
106,0.00,205.31,0.00
1060,0.00,342.31,0.00
10600,0.00,6.04,-39.05
10601,0.00,4.99,-39.00
10602,0.00,184.99,-75.00
10603,0.00,360.33,-26.47
10604,0.00,180.33,-75.00
10605,0.00,174.01,20.70
10606,0.00,6.53,-72.00
10606,50.29,6.53,-71.50
10607,0.00,6.53,68.88
10607,99.06,6.53,63.00
10608,0.00,2.31,70.00
10609,0.00,2.31,-80.00
1061,0.00,341.31,-46.00
10610,0.00,182.31,80.00
10611,0.00,2.31,80.00
10611,60.96,2.31,78.00
10612,0.00,182.31,-90.00
10612,36.57,182.31,-84.50
10613,0.00,2.31,80.00
10614,0.00,182.31,-77.00
10615,0.00,2.31,77.00
10616,0.00,182.31,-80.00
10617,0.00,2.31,80.00
10618,0.00,182.31,-80.00
10619,0.00,182.31,-72.00
10619,54.86,182.31,-70.50
1062,0.00,343.31,0.00
10620,0.00,182.31,-50.00
10620,54.86,182.31,-43.00
10621,0.00,182.31,-82.00
10621,57.91,182.31,-80.00
10622,0.00,182.31,-65.00
10622,38.10,182.31,-55.50
10623,0.00,2.31,-60.00
10624,0.00,2.31,90.00
10624,42.67,2.31,89.00
10625,0.00,2.31,-90.00
10625,41.14,2.31,-89.00
10626,0.00,2.31,90.00
10626,38.10,2.31,88.00
10627,0.00,2.31,-90.00
10627,38.10,2.31,-86.00
10628,0.00,178.58,-79.37
10628,64.00,178.58,-74.50
10629,0.00,182.31,-82.00
1063,0.00,341.31,-44.00
10630,0.00,187.13,26.20
10634,0.00,2.31,77.00
10634,51.81,2.31,78.00
10635,0.00,182.31,-82.00
10635,51.81,182.31,-82.50
10636,0.00,182.31,-67.00
10636,30.48,182.31,-67.00
10637,0.00,2.31,77.00
10638,0.00,182.31,-70.00
10639,0.00,187.06,-61.83
1064,0.00,2.31,90.00
10640,0.00,190.41,80.00
10640,112.77,190.41,83.00
10641,0.00,190.39,-56.48
10641,91.44,190.39,-49.50
10642,0.00,182.31,80.00
10642,91.44,182.31,73.50
10643,0.00,191.14,-61.00
10643,100.58,191.14,-42.50
10644,0.00,182.31,80.00
10644,91.44,182.31,87.00
10645,0.00,182.31,-67.00
10645,68.58,182.31,-51.50
10646,0.00,186.81,-46.83
10647,0.00,182.31,87.50
10647,44.19,182.31,89.50
10648,0.00,182.31,-82.50
10648,39.62,182.31,-81.00
10649,0.00,2.31,87.00
10649,41.14,2.31,82.00
1065,0.00,2.31,-90.00
10650,0.00,182.31,-87.50
10650,48.76,182.31,-79.00
10651,0.00,2.31,87.00
10651,39.62,2.31,84.50
10652,0.00,182.31,-87.00
10652,57.91,182.31,-80.00
10-6525-1,0.00,138.22,88.93
10-6525-4,0.00,88.93,37.77
10653,0.00,184.73,-82.50
10653,64.00,184.73,-75.50
10654,0.00,192.73,-74.00
10655,0.00,2.31,74.42
10655,57.91,2.31,70.00
10655,88.39,2.31,70.00
10656,0.00,177.31,-53.50
10657,0.00,187.14,-82.58
10658,0.00,176.89,-21.58
10659,0.00,177.23,-35.66
1066,0.00,18.01,85.75
10660,0.00,353.39,78.00
10660,45.72,353.39,77.50
10660,91.44,353.39,77.50
10661,0.00,358.06,52.58
10661,53.34,358.06,54.00
10661,103.63,358.06,53.00
10662,0.00,180.06,46.33
10663,0.00,4.47,-0.66
10664,0.00,184.47,0.66
10665,0.00,2.31,-64.00
10665,30.48,2.31,-64.00
10665,60.96,2.31,-58.00
10665,91.44,2.31,-56.00
10665,121.92,2.31,-53.00
10665,152.40,2.31,-50.00
10665,182.88,2.31,-46.00
10665,213.36,2.31,-39.00
10665,225.55,2.31,-36.00
10666,0.00,2.31,90.00
10-6660-1,0.00,357.18,-29.20
10667,0.00,2.31,-90.00
10668,0.00,2.31,90.00
10669,0.00,2.31,-90.00
1067,0.00,2.31,-90.00
10670,0.00,2.31,90.00
10671,0.00,360.06,0.00
10672,0.00,4.14,-19.33
10672,47.24,4.14,-14.00
10673,0.00,2.97,25.50
10673,47.24,2.97,25.00
10-6735-1,0.00,359.83,29.90
10-6735-2,0.00,2.91,-28.67
10674,0.00,361.98,-33.75
10675,0.00,353.89,-35.00
10676,0.00,2.31,-90.00
10677,0.00,4.31,-47.33
10677,67.05,4.31,-43.50
10677,134.11,4.31,-41.00
10677,193.54,4.31,-40.00
10677,259.08,4.31,-35.50
10677,304.80,4.31,-34.50
10677,365.76,4.31,-30.00
10678,0.00,2.89,-75.25
10678,60.96,361.82,-72.00
10678,121.92,360.76,-72.00
10678,182.88,359.69,-73.00
10678,243.84,358.63,-71.00
10678,304.80,357.56,-70.00
10678,365.76,356.50,-67.00
10678,376.42,356.31,-69.00
10678,461.77,353.01,-61.00
10678,524.25,350.59,-57.00
10678,605.02,347.46,-59.00
10678,681.22,344.51,-59.00
10678,772.66,340.97,-50.50
10678,841.24,338.31,-49.00
10679,0.00,360.81,-46.08
10679,60.96,360.81,-44.00
10679,123.44,360.81,-42.00
10679,182.88,360.81,-38.50
10679,246.88,360.81,-35.50
10679,309.37,360.81,-33.50
10679,370.33,360.81,-28.50
10679,426.72,360.81,-22.50
10679,489.20,360.81,-14.00
10679,547.11,360.81,-10.00
10679,607.16,360.81,-3.00
1068,0.00,2.31,90.00
10680,0.00,5.47,-73.50
10680,64.00,5.47,-75.00
10680,121.92,5.47,-73.50
10680,185.92,5.47,-73.50
10680,243.84,5.47,-73.50
10680,304.80,5.47,-73.50
10680,370.33,5.47,-71.00
10680,426.72,5.47,-71.00
10680,487.68,5.47,-71.50
10680,551.68,5.47,-70.50
10680,609.60,5.47,-68.50
10680,624.84,5.47,-73.00
10681,0.00,184.06,-60.66
10681,106.68,184.06,-29.50
10-6810-1,0.00,77.45,15.31
10-6810-2,0.00,76.07,-14.71
10-6810-3,0.00,362.29,20.32
10-6810-4,0.00,361.36,-20.08
10-6810-5,0.00,332.33,14.93
10-6810-6,0.00,312.05,-24.19
10682,0.00,2.31,74.33
10682,33.52,2.31,62.00
10683,0.00,2.31,0.00
10684,0.00,182.31,0.00
10685,0.00,182.31,-83.00
10686,0.00,2.31,83.00
10687,0.00,182.31,-88.00
10688,0.00,2.31,-72.00
10688,68.58,2.31,-66.00
10689,0.00,2.31,75.00
10689,60.96,2.31,57.50
1069,0.00,2.31,90.00
10690,0.00,2.31,-80.00
10690,85.34,2.31,-81.50
10691,0.00,182.31,-77.00
10691,100.58,182.31,-59.00
10691,172.21,182.31,-55.00
10692,0.00,2.31,78.00
10693,0.00,182.31,-85.00
10693,30.48,182.31,-78.00
10694,0.00,2.31,82.00
10695,0.00,182.31,-80.00
10696,0.00,182.31,84.00
10697,0.00,182.31,-85.00
10698,0.00,2.31,90.00
10698,25.90,2.31,90.00
10699,0.00,182.31,-86.00
10699,27.43,182.31,-85.50
107,0.00,337.31,0.00
1070,0.00,2.31,-90.00
10700,0.00,2.31,84.00
10700,33.52,2.31,81.00
10701,0.00,182.31,-84.00
10702,0.00,7.39,84.50
10703,0.00,182.31,-86.00
10704,0.00,187.24,25.00
10704,59.43,187.24,12.08
10705,0.00,183.63,49.17
10705,70.10,183.63,36.00
10706,0.00,177.71,24.35
10706,60.96,177.71,9.50
10707,0.00,181.55,50.16
10707,45.72,181.55,45.00
10708,0.00,180.23,47.16
10708,45.72,180.23,41.00
10709,0.00,180.23,-22.25
10709,38.10,180.23,-22.50
1071,0.00,26.11,75.08
10710,0.00,180.06,-23.58
10710,39.62,180.06,-22.50
10711,0.00,360.56,66.00
10712,0.00,168.73,82.92
10712,91.44,168.73,84.50
10713,0.00,177.56,52.83
10714,0.00,185.06,-57.42
10715,0.00,179.89,-0.33
10716,0.00,2.31,85.00
10716,115.82,2.31,77.00
10717,0.00,360.31,64.33
10717,118.87,360.31,57.00
10718,0.00,182.31,-85.00
10718,76.20,182.31,-78.00
10719,0.00,182.31,-65.00
10719,60.65,182.31,-57.00
1072,0.00,346.28,76.18
10720,0.00,2.97,67.58
10721,0.00,2.31,-90.00
10722,0.00,185.56,73.25
10723,0.00,182.97,-58.33
10724,0.00,2.31,-90.00
10725,0.00,182.31,-80.00
10726,0.00,2.31,-90.00
10727,0.00,2.56,-36.37
10727,64.00,2.56,-29.00
10728,0.00,3.89,-28.08
10728,65.53,3.89,-19.50
10729,0.00,182.31,55.00
1073,0.00,166.13,86.35
10730,0.00,182.31,-50.00
10731,0.00,185.89,32.33
10731,99.06,185.89,25.00
10732,0.00,183.31,-15.50
10732,97.53,183.31,-15.50
10733,0.00,185.14,-33.25
10733,59.43,185.14,-32.50
10734,0.00,183.56,21.16
10734,32.00,183.56,17.50
10735,0.00,182.97,29.66
10736,0.00,20.23,79.33
10736,45.72,20.23,80.50
10736,91.44,20.23,78.00
10737,0.00,2.31,90.00
10738,0.00,115.56,-22.66
10739,0.00,2.31,80.00
1074,0.00,175.18,-62.27
10740,0.00,13.06,56.92
10740,53.34,13.06,56.00
10740,106.68,13.06,53.00
10741,0.00,182.31,40.00
10742,0.00,331.31,0.00
10743,0.00,357.98,0.00
10744,0.00,354.15,0.00
10745,0.00,161.39,56.66
10746,0.00,190.23,57.62
10747,0.00,164.98,57.75
10748,0.00,175.73,-65.83
10749,0.00,170.81,62.58
1075,0.00,181.54,28.62
10750,0.00,171.65,-64.00
10751,0.00,2.31,-90.00
10752,0.00,2.31,85.00
10752,30.48,2.31,84.50
10753,0.00,182.31,-85.00
10753,30.48,182.31,-84.50
10754,0.00,2.31,77.00
10754,30.48,2.31,70.50
10755,0.00,182.31,-77.00
10755,27.43,182.31,-72.50
10756,0.00,2.31,-90.00
10757,0.00,2.31,-78.00
10758,0.00,182.31,80.00
10758,76.20,182.31,88.00
10759,0.00,182.31,-80.00
1076,0.00,355.64,77.95
10760,0.00,2.64,14.25
10761,0.00,2.31,80.00
10761,59.43,2.31,60.50
10762,0.00,182.31,80.00
10762,82.29,182.31,81.50
10763,0.00,182.31,-80.00
10763,82.29,182.31,-50.50
10764,0.00,2.31,37.50
10765,0.00,182.31,75.00
10765,48.76,182.31,71.00
10766,0.00,182.31,-85.00
10766,45.72,182.31,-70.50
10767,0.00,8.46,61.97
10768,0.00,2.31,-47.00
10769,0.00,191.31,46.13
1077,0.00,184.79,-74.18
10770,0.00,182.31,-37.00
10771,0.00,192.14,63.16
10772,0.00,171.48,-0.25
10773,0.00,352.23,-76.75
10773,99.06,352.23,-83.00
10774,0.00,8.56,79.33
10775,0.00,360.89,1.25
10776,0.00,188.56,-79.33
10776,102.10,188.56,-70.00
10777,0.00,178.06,79.42
10777,102.10,178.06,80.00
10778,0.00,359.73,85.25
10778,100.58,359.73,62.50
10779,0.00,356.65,-80.50
10779,102.10,356.65,-79.00
1078,0.00,355.31,78.75
10780,0.00,360.31,-0.08
10781,0.00,180.31,0.08
10782,0.00,179.73,81.50
10782,99.06,179.73,85.50
10783,0.00,188.06,-82.08
10783,100.58,188.06,-70.00
10784,0.00,344.39,84.83
10785,0.00,361.81,-70.58
10785,97.53,361.81,-69.00
10786,0.00,182.31,76.00
10787,0.00,182.31,-88.75
10787,103.63,182.31,-80.00
10788,0.00,346.23,80.25
10788,103.63,346.23,57.00
10789,0.00,6.73,-81.00
10789,103.63,6.73,-76.50
1079,0.00,168.41,-78.12
10790,0.00,186.73,81.00
10790,100.58,186.73,76.50
10791,0.00,166.23,-80.25
10791,103.63,166.23,-67.00
10792,0.00,226.73,22.75
10792,103.63,203.31,3.00
10793,0.00,228.06,-17.75
10793,136.24,201.81,-14.00
10794,0.00,167.39,22.25
10794,103.63,172.31,14.00
10794,106.68,172.31,14.00
10795,0.00,165.31,-15.92
10795,68.58,165.31,-14.50
10795,128.01,165.31,-12.50
10795,135.63,173.31,-11.00
10796,0.00,6.97,0.83
10797,0.00,182.31,-70.00
10798,0.00,2.31,86.00
10799,0.00,2.31,82.00
108,0.00,2.31,0.00
1080,0.00,7.01,72.48
10800,0.00,182.31,-78.00
10801,0.00,2.73,66.58
10804,0.00,2.31,82.00
10804,35.05,2.31,77.00
10805,0.00,182.31,-85.00
10805,32.91,182.31,-82.50
10806,0.00,357.08,79.08
10806,35.05,357.08,70.00
10807,0.00,177.08,-79.10
10807,35.05,177.08,-76.50
10808,0.00,2.31,81.25
10809,0.00,182.31,-81.25
1081,0.00,185.64,-73.63
10810,0.00,357.89,78.16
10810,67.05,357.89,65.50
10811,0.00,178.06,-78.16
10811,84.73,178.06,-68.50
10812,0.00,2.31,84.00
10812,42.67,2.31,77.50
10813,0.00,166.15,-76.33
10813,102.10,166.15,-59.00
10814,0.00,172.15,45.25
10814,53.34,172.15,35.50
10815,0.00,172.98,1.25
10815,45.41,172.98,-1.00
10816,0.00,163.98,47.58
10816,53.64,163.98,37.00
10817,0.00,343.15,50.16
10818,0.00,2.31,85.00
10818,42.67,2.31,71.00
10819,0.00,174.98,48.75
10819,48.76,174.98,44.00
1082,0.00,3.93,74.80
10820,0.00,158.98,46.50
10820,42.97,158.98,35.50
10821,0.00,48.31,90.00
10821,56.38,48.31,85.00
10821,60.96,48.31,85.50
10822,0.00,2.31,-90.00
10822,44.19,2.31,-90.00
10823,0.00,170.06,-40.33
10823,50.29,170.06,-35.50
10824,0.00,346.23,60.25
10824,60.96,346.23,43.00
10825,0.00,165.39,-46.00
10825,45.72,165.39,-37.00
10826,0.00,177.56,-16.42
10826,27.43,177.56,-14.50
10827,0.00,179.06,0.00
10828,0.00,177.56,-46.58
10828,64.00,182.31,-38.00
10829,0.00,3.39,69.25
1083,0.00,187.19,-77.72
10830,0.00,2.31,-90.00
10831,0.00,176.81,74.00
10832,0.00,2.31,-90.00
10832,79.24,2.31,-83.00
10833,0.00,175.56,72.66
10834,0.00,2.31,90.00
10835,0.00,2.31,-90.00
10836,0.00,2.31,90.00
10837,0.00,2.31,-90.00
10838,0.00,2.31,57.00
10839,0.00,168.31,-59.00
10839,65.53,168.31,-57.00
1084,0.00,352.94,68.57
10840,0.00,182.31,-83.00
10840,70.10,182.31,-75.00
10841,0.00,2.31,-78.00
10842,0.00,359.06,-18.50
10843,0.00,2.31,-90.00
10844,0.00,356.38,-40.00
10845,0.00,154.56,-51.65
10846,0.00,156.44,-53.00
10847,0.00,360.03,-61.43
10848,0.00,360.33,-39.97
10849,0.00,2.31,-90.00
1085,0.00,173.31,-75.53
10850,0.00,182.31,-88.75
10850,83.82,182.31,-83.00
10851,0.00,20.14,78.92
10852,0.00,172.89,65.58
10853,0.00,357.65,65.33
10854,0.00,189.06,36.75
10855,0.00,177.65,-65.33
10856,0.00,351.23,67.08
10856,83.82,351.23,45.00
10856,88.39,351.23,45.00
10857,0.00,359.31,-74.58
10857,54.86,359.31,-67.00
10858,0.00,155.65,2.92
10859,0.00,170.48,-61.00
10859,27.43,170.48,-57.50
