HOLE-ID,FROM_M,TO_M,CODE_IE
11670,55.71,65.22,CIS
11671,15.39,16.70,CIS
11671,68.27,79.55,CIS
11672,8.74,20.26,CIS
11673,56.38,57.05,CIS
11674,77.72,90.34,CIS
11681,0.00,5.79,CIS
11685,44.50,45.26,CIS
1169,82.29,85.34,CIS
1169,89.91,91.44,CIS
1169,96.01,98.45,CIS
1170,17.67,19.20,CIS
1170,91.44,94.48,CIS
11733,5.94,7.31,CIS
11734,31.08,31.79,CIS
11749,1.09,2.37,CIS
11749,6.70,7.46,CIS
11749,44.19,45.72,CIS
11750,0.00,12.83,CIS
11750,20.48,25.66,CIS
11756,0.00,36.21,CIS
11765,0.00,15.54,CIS
11765,32.21,56.38,CIS
11765,72.69,80.65,CIS
11765,83.82,85.34,CIS
11765,86.10,87.17,CIS
11765,87.69,88.78,CIS
11765,90.46,91.44,CIS
11766,76.20,91.13,CIS
1177,124.96,125.88,CIS
1177,126.79,129.54,CIS
1177,150.87,155.44,CIS
11774,4.75,17.37,CIS
11774,74.76,92.04,CIS
1178,0.00,1.52,CIS
1178,114.30,115.82,CIS
1178,138.37,148.59,CIS
11783,0.00,1.24,CIS
11783,12.80,13.10,CIS
11783,40.69,49.37,CIS
1179,6.24,7.62,CIS
11798,3.38,3.65,CIS
11798,13.89,15.02,CIS
11798,26.51,26.76,CIS
11798,28.37,28.95,CIS
11798,64.86,67.05,CIS
1180,1.52,3.04,CIS
11800,4.11,5.97,CIS
11800,14.32,39.62,CIS
11801,25.69,32.58,CIS
11805,34.74,35.26,CIS
11805,41.63,42.06,CIS
11807,128.04,132.22,CIS
11808,12.13,12.74,CIS
11808,142.03,146.36,CIS
11808,220.33,225.27,CIS
11810,156.02,165.01,CIS
11812,0.00,0.24,CIS
11812,2.49,2.98,CIS
11812,94.64,95.89,CIS
11812,115.67,116.31,CIS
11812,120.09,128.13,CIS
11812,190.16,190.50,CIS
11812,198.97,210.34,CIS
11812,246.52,247.19,CIS
11822,28.19,28.34,CIS
11823,32.73,52.33,CIS
11828,19.29,19.84,CIS
11828,20.60,22.86,CIS
11841,57.91,60.96,CIS
11844,81.29,82.02,CIS
11844,92.04,92.35,CIS
11845,26.48,28.31,CIS
11845,36.14,36.66,CIS
11845,90.15,90.55,CIS
11850,9.44,9.87,CIS
11857,11.43,11.97,CIS
11858,23.56,29.62,CIS
11859A,2.28,2.59,CIS
11861,0.00,3.50,CIS
11861,33.95,34.77,CIS
11868,0.00,1.92,CIS
11868,5.48,11.03,CIS
11868,69.43,72.63,CIS
11870,51.11,51.63,CIS
11870,88.20,88.66,CIS
11871,4.57,5.85,CIS
11871,6.70,7.31,CIS
11871,7.62,8.83,CIS
11873,0.00,0.91,CIS
1188,53.34,54.25,CIS
1188,68.58,70.10,CIS
1188,71.62,73.15,CIS
1188,80.16,80.77,CIS
1188,97.53,99.06,CIS
1188,102.10,103.63,CIS
11881,0.00,9.14,CIS
11882,0.00,6.58,CIS
11888,1.73,2.37,CIS
11888,3.38,11.88,CIS
11888,17.25,28.04,CIS
11889,10.91,11.88,CIS
11-88-T,657.75,665.68,CIS
11892,0.00,25.90,CIS
11893,0.00,38.10,CIS
11895,0.00,7.92,CIS
11896,0.00,3.81,CIS
11899,47.57,48.46,CIS
11903,48.92,49.46,CIS
11903,95.03,95.70,CIS
11904,15.24,15.72,CIS
11917,0.60,4.26,CIS
11918A,0.00,5.18,CIS
11934,18.19,18.98,CIS
11934,27.88,28.31,CIS
11934,30.63,31.21,CIS
11944,24.74,25.02,CIS
1195,5.18,14.63,CIS
11950,20.08,20.45,CIS
11950,27.43,29.71,CIS
11951,36.94,37.49,CIS
11953,89.91,99.06,CIS
11964,21.03,21.79,CIS
11964,71.14,74.00,CIS
11966,0.00,39.62,CIS
11969,0.00,0.48,CIS
11969,24.53,25.29,CIS
11969,33.83,35.96,CIS
11971,0.00,0.79,CIS
11971,33.77,38.10,CIS
11971,57.24,57.51,CIS
11974,4.93,5.15,CIS
11975,0.00,6.76,CIS
11975,7.62,34.59,CIS
11977,49.37,50.23,CIS
11985,73.03,73.30,CIS
11985,101.80,103.63,CIS
11986,32.30,32.82,CIS
11988,60.04,60.35,CIS
11988,115.82,116.37,CIS
11992,95.70,96.56,CIS
11993,30.48,32.91,CIS
11993,63.82,64.98,CIS
11993,73.51,76.50,CIS
11994,4.11,5.54,CIS
11994,17.55,17.80,CIS
11995,25.02,25.84,CIS
12005,94.79,94.94,CIS
12005,100.09,100.61,CIS
12006,79.24,79.40,CIS
12007,2.52,3.04,CIS
12009,0.00,93.87,CIS
1203,20.87,22.86,CIS
12030,0.00,15.51,CIS
12031,0.00,12.49,CIS
12044,169.46,171.90,CIS
12044,229.69,234.23,CIS
12044,279.19,281.02,CIS
12044,315.65,319.33,CIS
12044,380.45,380.84,CIS
12045,226.16,233.05,CIS
12045,254.99,257.34,CIS
12045,311.81,320.00,CIS
12045,373.71,374.29,CIS
12046,221.31,236.22,CIS
12046,359.32,360.54,CIS
12046,368.01,368.35,CIS
12046,391.63,392.18,CIS
12046,578.51,579.48,CIS
12046,729.69,732.09,CIS
12046,751.02,751.88,CIS
12046,795.00,795.74,CIS
12051,208.90,211.13,CIS
12051,238.68,242.59,CIS
12051,246.30,250.02,CIS
12051,281.63,282.85,CIS
12051,325.70,333.02,CIS
12051,367.89,372.16,CIS
12052,147.21,150.57,CIS
12052,279.31,280.11,CIS
12052,474.87,475.18,CIS
12053,0.60,1.52,CIS
12053,9.38,10.27,CIS
12053,11.52,12.16,CIS
12053,443.39,444.30,CIS
12054,17.37,19.50,CIS
12057,28.95,29.77,CIS
12059,3.35,6.40,CIS
12060,0.00,15.24,CIS
12061,0.00,22.86,CIS
12064,7.86,8.13,CIS
12065,16.00,16.42,CIS
12066,0.00,5.57,CIS
12084,17.06,17.83,CIS
12084,27.12,27.73,CIS
12085,0.45,30.48,CIS
12086,40.96,41.45,CIS
12087,23.31,24.04,CIS
12089,0.00,7.07,CIS
12092,35.05,36.45,CIS
12095,3.32,4.84,CIS
12102,0.00,7.62,CIS
12103,67.97,75.37,CIS
12104,27.12,29.44,CIS
12104,35.32,43.19,CIS
12105,1.46,3.38,CIS
12106,0.00,0.79,CIS
12106,3.65,5.48,CIS
12114,25.90,28.34,CIS
12115,35.35,36.27,CIS
12120,0.00,9.14,CIS
12120,41.51,42.15,CIS
12120,42.70,43.31,CIS
12120,44.19,44.77,CIS
12120,55.04,55.32,CIS
12120,60.53,61.56,CIS
12120,65.83,66.11,CIS
12125,79.24,79.55,CIS
12128,0.00,6.09,CIS
12129,29.26,30.08,CIS
12142,0.00,46.02,CIS
12144,1.03,2.52,CIS
12144,2.83,3.99,CIS
12144,4.93,5.42,CIS
12147,0.00,16.15,CIS
12148,0.00,23.77,CIS
12158,22.86,30.48,CIS
12158,45.72,53.94,CIS
12176,0.00,3.65,CIS
12176,23.25,31.57,CIS
12177,94.03,94.36,CIS
12178,1.09,1.52,CIS
12180,0.00,32.97,CIS
12188,0.00,9.69,CIS
12188,22.09,22.86,CIS
12189,4.78,8.01,CIS
12189,28.83,29.53,CIS
12195,99.82,100.73,CIS
12197,0.00,2.86,CIS
12197,32.97,33.83,CIS
12199,0.00,18.37,CIS
12199,37.39,42.55,CIS
12200,0.00,63.55,CIS
12209,0.00,13.71,CIS
12217,19.53,19.99,CIS
12217,20.29,21.03,CIS
12217,22.09,29.16,CIS
12225,36.57,39.01,CIS
12228,20.48,31.88,CIS
12228,40.84,44.19,CIS
12229,11.58,39.62,CIS
12232,80.77,83.97,CIS
12235,28.49,28.95,CIS
12237,24.93,25.32,CIS
12237,29.35,30.23,CIS
12238,64.00,68.58,CIS
12241,42.91,44.13,CIS
12241,45.72,46.05,CIS
12242,22.55,22.86,CIS
12242,31.33,31.63,CIS
12242,37.33,37.55,CIS
12246,14.26,16.67,CIS
12247,37.42,38.10,CIS
12247,40.26,40.84,CIS
12247,52.63,52.94,CIS
12248,0.00,7.31,CIS
12248,24.71,24.96,CIS
12249,44.04,62.48,CIS
12250,10.27,61.26,CIS
12251,33.40,34.16,CIS
12251,37.73,38.55,CIS
12266,0.00,7.71,CIS
12266,40.44,64.61,CIS
12267,0.00,3.04,CIS
12267,11.09,11.52,CIS
12267,39.28,40.38,CIS
12267,48.37,49.01,CIS
12267,67.17,67.84,CIS
12272,50.53,51.41,CIS
12274,67.97,76.50,CIS
12279,19.20,20.05,CIS
12279,48.76,53.03,CIS
12287,2.37,3.04,CIS
12287,3.99,4.57,CIS
12287,14.47,14.93,CIS
12287,16.76,17.37,CIS
12287,18.28,18.89,CIS
12287,20.42,20.93,CIS
12288,226.64,227.13,CIS
12289,33.52,35.96,CIS
12290,25.72,25.90,CIS
12290,35.44,36.45,CIS
12290,39.92,62.48,CIS
12291,106.98,109.42,CIS
12292,31.69,32.00,CIS
12292,43.34,43.70,CIS
12296,0.00,0.85,CIS
12301,54.86,55.77,CIS
12303,0.00,32.00,CIS
12303,57.21,57.63,CIS
12303,60.96,64.22,CIS
12308,0.00,79.27,CIS
12308,152.40,152.70,CIS
12308,156.05,162.06,CIS
12311,0.00,5.79,CIS
12311,15.94,27.43,CIS
12312,0.00,13.47,CIS
12314,15.54,15.84,CIS
12315,26.27,26.94,CIS
12315,28.10,28.65,CIS
12322,11.58,24.07,CIS
12322,32.00,34.59,CIS
12323,0.00,39.31,CIS
12333,8.93,13.41,CIS
12333,24.78,25.02,CIS
12333,26.88,27.15,CIS
12333,28.34,28.62,CIS
12333,57.51,58.73,CIS
12333,66.14,67.66,CIS
12334,0.00,10.54,CIS
12334,23.77,23.80,CIS
12334,43.76,44.31,CIS
12335,13.62,13.92,CIS
12336,35.81,35.84,CIS
12338,0.00,32.30,CIS
12339,0.00,8.13,CIS
12339,11.88,23.34,CIS
12339,28.46,49.68,CIS
12341,1.67,2.16,CIS
12341,21.06,22.76,CIS
12341,28.13,28.83,CIS
12341,108.99,109.45,CIS
12343,7.92,15.14,CIS
12343,43.55,43.95,CIS
12349,55.86,56.38,CIS
12349,58.46,58.91,CIS
12350,6.09,22.86,CIS
12361,0.00,13.71,CIS
12378,0.00,3.04,CIS
12378,5.15,5.79,CIS
12378,20.20,36.57,CIS
12388,6.52,7.62,CIS
12388,27.06,27.73,CIS
12389,0.91,1.82,CIS
12390,0.00,29.13,CIS
12393,39.01,49.37,CIS
12395,2.22,2.49,CIS
12395,4.63,6.03,CIS
12395,6.76,7.04,CIS
12395,10.85,12.37,CIS
12396,6.70,11.58,CIS
12396,42.27,43.58,CIS
12400,46.14,47.00,CIS
12402,0.00,8.35,CIS
12402,13.83,47.82,CIS
12403,0.00,34.13,CIS
12404,0.00,12.03,CIS
12404,16.85,18.62,CIS
12404,28.10,28.28,CIS
12404,31.24,93.45,CIS
12405,3.65,4.26,CIS
12405,39.98,43.79,CIS
12405,73.70,76.65,CIS
12406,27.88,28.25,CIS
12406,54.86,55.47,CIS
12406,57.36,57.57,CIS
12406,57.97,58.55,CIS
12407,1.34,2.25,CIS
12407,5.48,5.79,CIS
12407,7.31,8.29,CIS
12407,13.01,14.53,CIS
12412,8.68,11.43,CIS
12415,0.00,5.12,CIS
12415,5.63,6.70,CIS
12416,0.00,0.45,CIS
12416,7.13,7.95,CIS
12416,31.94,33.40,CIS
12416,46.02,46.63,CIS
12418,0.60,1.52,CIS
12418,46.02,46.93,CIS
12419,45.04,45.44,CIS
12420,11.76,13.95,CIS
12420,15.02,16.15,CIS
12420,21.33,21.94,CIS
12421,5.88,6.09,CIS
12423,8.19,10.39,CIS
12423,11.39,11.94,CIS
12425,44.89,45.72,CIS
12428,17.06,17.37,CIS
12428,31.08,31.69,CIS
12437,51.75,52.85,CIS
12437,67.97,69.03,CIS
12442,44.19,47.39,CIS
12443,13.41,17.22,CIS
12443,28.59,29.32,CIS
12443,52.76,60.96,CIS
12443,60.96,62.17,CIS
12444,26.39,46.51,CIS
12444,59.95,62.78,CIS
12445,29.96,30.75,CIS
12448,0.00,6.79,CIS
12465,18.28,30.78,CIS
12466,0.00,3.96,CIS
12466,5.79,7.92,CIS
12468,21.03,21.33,CIS
12468,37.61,38.46,CIS
12468,49.31,49.62,CIS
12468,73.76,74.67,CIS
12468,75.83,76.20,CIS
12468,173.88,181.93,CIS
12469,0.00,12.25,CIS
12470,71.71,98.75,CIS
12471,91.62,92.26,CIS
12475,45.11,47.06,CIS
12476,0.00,8.22,CIS
12478,0.00,6.76,CIS
12479,0.00,9.14,CIS
12487,0.21,0.51,CIS
12487,0.76,1.12,CIS
12487,3.26,3.90,CIS
12487,67.48,67.81,CIS
12487,69.09,69.55,CIS
12488,0.60,4.38,CIS
12488,10.30,10.82,CIS
12488,48.76,49.07,CIS
12488,55.93,56.23,CIS
12488,56.38,57.21,CIS
12488,57.91,58.67,CIS
12488,59.03,59.43,CIS
12488,61.26,61.99,CIS
12489,19.05,20.54,CIS
12490,21.85,25.75,CIS
12491,4.72,4.93,CIS
12491,8.38,8.86,CIS
12491,23.37,23.62,CIS
12491,44.50,44.80,CIS
12492,4.57,5.97,CIS
12492,22.40,22.86,CIS
12494,38.86,39.50,CIS
12497,22.79,25.29,CIS
12504,0.00,15.24,CIS
12510,19.01,27.52,CIS
12517,3.16,4.20,CIS
12521,0.00,2.28,CIS
12521,34.89,41.08,CIS
12521,83.36,91.44,CIS
12522,0.00,2.52,CIS
12522,48.46,51.48,CIS
12523,62.78,70.46,CIS
12527,52.12,64.31,CIS
12528,24.50,25.90,CIS
12528,26.24,27.09,CIS
12529,13.92,14.23,CIS
12529,29.44,29.80,CIS
12529,29.80,30.17,CIS
12529,30.17,30.63,CIS
12529,31.30,32.33,CIS
12529,32.97,33.34,CIS
12529,34.07,37.49,CIS
12540,0.00,2.01,CIS
12540,8.16,9.14,CIS
12540,10.48,11.70,CIS
12550,23.53,25.72,CIS
12550,27.43,28.10,CIS
12550,29.56,30.05,CIS
12550,31.57,31.69,CIS
12551,12.86,15.66,CIS
12551,40.26,40.72,CIS
12551,53.73,53.94,CIS
12552,10.60,11.18,CIS
12552,26.15,26.36,CIS
12554,22.86,30.93,CIS
12554,51.51,66.84,CIS
12555,18.98,19.29,CIS
12555,34.59,34.86,CIS
12555,40.59,41.02,CIS
12555,116.22,117.34,CIS
12556,7.13,10.72,CIS
12556,40.72,49.28,CIS
12556,92.59,96.56,CIS
12558,33.95,34.68,CIS
12558,37.49,43.89,CIS
12560,0.00,2.83,CIS
12560,5.69,7.22,CIS
12560,8.26,9.14,CIS
12560,16.42,16.73,CIS
12561,34.01,35.84,CIS
12561,64.16,75.59,CIS
12561,83.21,84.12,CIS
12564,0.00,23.46,CIS
12569,0.00,25.90,CIS
12570,1.37,24.99,CIS
12574,0.51,4.87,CIS
12574,52.88,58.73,CIS
12574,66.53,68.88,CIS
12577,0.60,1.82,CIS
12577,2.16,2.46,CIS
12577,6.24,6.70,CIS
12577,35.05,36.14,CIS
12577,47.24,48.76,CIS
12577,50.20,50.74,CIS
12577,52.82,53.34,CIS
12579,0.00,0.30,CIS
12579,29.29,30.17,CIS
12580,0.00,1.73,CIS
12580,15.54,22.15,CIS
12580,51.93,64.31,CIS
12583,56.08,67.97,CIS
12585,0.30,3.32,CIS
12585,8.07,9.93,CIS
12585,23.10,39.10,CIS
12585,41.75,42.15,CIS
12586,4.35,4.72,CIS
12586,8.53,10.36,CIS
12586,46.69,47.30,CIS
12586,56.57,60.96,CIS
12591,0.00,10.97,CIS
12591,28.40,49.68,CIS
12592,0.00,9.14,CIS
12592,25.45,30.41,CIS
12592,50.62,51.08,CIS
12599,14.93,22.25,CIS
12602,0.00,10.66,CIS
12604,0.00,8.10,CIS
12611,46.63,46.93,CIS
12612,10.57,15.39,CIS
12613,0.00,3.04,CIS
12613,65.83,79.43,CIS
12613,83.27,87.78,CIS
12614,49.19,49.65,CIS
12614,53.88,54.34,CIS
12615,0.00,0.88,CIS
12615,32.70,33.61,CIS
12616,0.00,12.95,CIS
12619,45.23,59.74,CIS
12620,0.00,36.27,CIS
12621,28.95,35.47,CIS
12621,38.22,43.64,CIS
12622,2.34,35.50,CIS
12622,38.77,39.53,CIS
12622,42.15,47.48,CIS
12622,48.79,60.89,CIS
12622,62.81,73.88,CIS
12622,76.50,77.05,CIS
12623,2.19,31.24,CIS
12623,35.72,47.88,CIS
12623,79.55,85.03,CIS
12624,8.62,11.88,CIS
12624,62.84,72.11,CIS
12627,20.48,22.28,CIS
12627,41.69,62.48,CIS
12633,0.42,2.92,CIS
12633,3.71,4.87,CIS
12633,12.55,15.24,CIS
12633,43.43,43.73,CIS
12634,8.93,32.55,CIS
12634,37.21,37.70,CIS
12634,39.95,40.75,CIS
12634,50.87,51.60,CIS
12634,73.45,74.15,CIS
12634,74.67,75.19,CIS
12634,76.20,79.24,CIS
12634,87.47,87.75,CIS
12634,88.39,89.18,CIS
12645,13.07,13.99,CIS
12645,22.03,22.43,CIS
12646,6.85,15.24,CIS
12652,4.69,10.97,CIS
12652,48.15,57.45,CIS
12653,0.30,1.58,CIS
12653,26.67,30.17,CIS
12654,4.45,8.99,CIS
12654,15.88,22.46,CIS
12654,25.42,36.88,CIS
12656,15.72,38.92,CIS
12660,38.70,40.11,CIS
12662,2.22,2.77,CIS
12662,4.41,5.24,CIS
12662,31.05,31.39,CIS
12662,39.47,42.91,CIS
12674,21.57,22.76,CIS
12676,0.00,3.38,CIS
12676,95.15,113.53,CIS
12676,117.34,120.91,CIS
12676,129.54,136.12,CIS
12677,6.09,7.19,CIS
12677,8.35,9.63,CIS
12677,41.23,42.15,CIS
12678,8.83,9.75,CIS
12679,8.96,9.44,CIS
12679,11.97,12.40,CIS
12679,25.35,25.90,CIS
12679,26.67,28.13,CIS
12679,28.95,29.26,CIS
12679,41.81,50.84,CIS
12680,90.15,91.44,CIS
12682,0.00,24.07,CIS
12683,0.00,57.11,CIS
12684,0.00,16.91,CIS
12684,36.05,37.09,CIS
12688,11.43,12.19,CIS
12688,16.03,16.55,CIS
12690,1.67,2.25,CIS
12690,4.38,8.65,CIS
12690,14.90,15.30,CIS
12690,16.39,16.76,CIS
12690,19.11,19.32,CIS
12690,26.82,27.24,CIS
12690,29.77,29.99,CIS
12698,23.59,37.61,CIS
12703,0.00,1.82,CIS
12703,3.87,12.71,CIS
12703,13.71,20.11,CIS
12703,23.40,24.38,CIS
12707,0.00,6.09,CIS
12707,15.84,22.25,CIS
12707,23.62,23.92,CIS
12708,2.04,4.17,CIS
12711,0.00,14.02,CIS
12711,16.30,42.67,CIS
12711,42.67,63.70,CIS
12712,20.57,24.38,CIS
12714,31.85,33.46,CIS
12714,46.23,51.81,CIS
12719,8.65,9.41,CIS
12719,18.28,19.50,CIS
12719,20.02,20.69,CIS
12719,22.79,23.13,CIS
12720,18.56,20.23,CIS
12720,35.44,37.88,CIS
12720,41.94,42.85,CIS
12720,58.85,59.49,CIS
12724,6.64,14.56,CIS
12727,38.80,39.28,CIS
12728,29.47,30.48,CIS
12728,35.50,36.27,CIS
12729,0.00,19.20,CIS
12731,29.96,30.35,CIS
12731,31.63,32.12,CIS
12732,16.52,17.03,CIS
12732,18.59,19.20,CIS
12732,30.48,31.02,CIS
12732,31.33,32.91,CIS
12733,0.45,22.55,CIS
12734,0.33,13.47,CIS
12739,47.70,48.61,CIS
12739,72.48,72.96,CIS
12740,38.10,40.53,CIS
12740,56.99,67.05,CIS
12743,4.17,4.57,CIS
12743,30.63,33.98,CIS
12744,35.05,54.25,CIS
12745,24.38,27.12,CIS
12751,0.85,1.52,CIS
12751,1.88,2.31,CIS
12751,40.23,42.03,CIS
12751,43.15,43.61,CIS
12752,0.36,1.40,CIS
12755,0.00,3.65,CIS
12755,34.80,35.14,CIS
12755,67.57,74.21,CIS
12756,0.00,11.58,CIS
12756,36.11,45.41,CIS
12756,50.29,57.60,CIS
12757,83.11,91.44,CIS
12758,11.27,11.58,CIS
12759,0.00,3.96,CIS
12759,46.63,54.25,CIS
12759,81.47,96.62,CIS
12762,7.92,8.53,CIS
12762,33.68,34.56,CIS
12763,0.79,1.15,CIS
12767,25.54,37.49,CIS
12767,43.89,55.35,CIS
12768,0.00,22.40,CIS
12768,45.41,48.76,CIS
12768,61.72,122.52,CIS
12770,32.46,46.02,CIS
12772,0.00,2.74,CIS
12772,6.09,12.95,CIS
12776,0.00,2.74,CIS
12776,39.28,40.20,CIS
12776,48.76,49.53,CIS
12777,39.31,47.24,CIS
12779,55.16,58.91,CIS
12780,19.81,25.60,CIS
12780,39.31,40.84,CIS
12783,0.00,25.14,CIS
12783,52.42,55.01,CIS
12784,0.00,4.87,CIS
12784,52.42,64.61,CIS
12786,69.18,83.69,CIS
12786,86.04,89.00,CIS
12789,0.00,24.99,CIS
12793,1.52,2.62,CIS
12793,4.57,6.09,CIS
12794,4.08,7.37,CIS
12794,9.44,9.81,CIS
12795,0.00,16.24,CIS
12795,20.72,33.22,CIS
12795,66.29,82.90,CIS
12796,0.00,7.62,CIS
12796,48.76,49.77,CIS
12796,57.08,58.82,CIS
12796,65.01,65.68,CIS
12797,29.26,37.79,CIS
12805,2.01,2.56,CIS
12805,9.02,10.27,CIS
12806,3.04,5.66,CIS
12806,7.62,8.44,CIS
12806,8.93,10.05,CIS
12806,11.03,11.76,CIS
12807,4.57,9.14,CIS
12808,0.73,4.41,CIS
12812,6.37,18.34,CIS
12812,47.24,57.91,CIS
12813,15.42,16.45,CIS
12813,17.34,18.13,CIS
12813,48.76,57.91,CIS
12816,6.85,7.13,CIS
12816,24.59,25.32,CIS
12817,0.00,3.20,CIS
12817,17.55,17.98,CIS
12817,32.82,33.52,CIS
12817,47.79,49.13,CIS
12820,0.00,8.22,CIS
12820,38.37,39.01,CIS
12821,9.90,10.54,CIS
12821,11.27,12.19,CIS
12821,34.74,75.59,CIS
12822,0.00,7.58,CIS
12822,10.75,11.24,CIS
12823,12.19,13.01,CIS
12829,25.90,33.22,CIS
12838,0.00,15.24,CIS
12845,0.00,15.84,CIS
12846,0.54,1.52,CIS
12846,8.47,8.71,CIS
12850,9.63,10.08,CIS
12851,49.80,50.13,CIS
12851,51.38,51.81,CIS
12854,22.25,72.20,CIS
12854,72.20,73.15,CIS
12854,73.15,76.20,CIS
12855,18.95,20.87,CIS
12857,42.67,53.94,CIS
12858,24.38,39.92,CIS
12859,23.89,27.37,CIS
12859,38.77,40.66,CIS
12859,44.92,49.07,CIS
12860,24.65,26.73,CIS
12860,27.24,32.49,CIS
12860,38.10,41.87,CIS
12861,30.81,36.81,CIS
12861,50.17,61.72,CIS
12865,28.95,54.86,CIS
12866,31.82,39.92,CIS
12868,48.46,63.39,CIS
12869,0.00,3.04,CIS
12870,0.00,1.52,CIS
12870,2.68,3.23,CIS
12870,3.99,6.46,CIS
12870,7.01,7.62,CIS
12871,2.62,4.14,CIS
12871,10.66,11.58,CIS
12871,12.49,13.19,CIS
12873,0.00,11.58,CIS
12874,0.00,4.26,CIS
12874,18.89,28.65,CIS
12874,31.69,40.72,CIS
12874,101.80,110.03,CIS
12874,117.28,118.87,CIS
12874,139.59,144.65,CIS
12874,158.80,159.10,CIS
12874,170.13,271.72,CIS
12874,279.19,294.13,CIS
12874,309.40,311.81,CIS
12874,316.77,317.69,CIS
12874,321.65,372.67,CIS
12874,373.77,376.00,CIS
12874,419.31,658.97,CIS
12874,666.44,725.30,CIS
12874,725.30,726.46,CIS
12874,726.46,769.31,CIS
12874,781.84,782.66,CIS
12874,782.66,782.93,FAI
12874,782.93,783.21,CIS
12877,11.88,14.26,CIS
12877,28.68,30.99,CIS
12877,35.05,43.79,CIS
12878,30.17,36.57,CIS
12878,48.21,59.74,CIS
12884,5.02,6.30,CIS
12884,7.04,7.62,CIS
12884,13.28,14.23,CIS
12889,0.00,0.39,CIS
12889,17.98,18.59,CIS
12-88B,643.43,676.65,CIS
12-88B,694.33,695.55,CIS
12-88-T,117.95,121.00,CIS
12-88-T,307.84,308.15,CIS
12890,27.21,32.00,CIS
12890,38.55,45.59,CIS
12891,15.81,16.55,CIS
12891,16.97,17.64,CIS
12891,17.95,19.20,CIS
12891,19.81,25.60,CIS
12892,16.45,18.37,CIS
12892,25.11,26.12,CIS
12892,26.67,34.44,CIS
12896,0.00,10.05,CIS
12900,1.21,12.19,CIS
12902,12.80,26.51,CIS
12903,19.20,31.76,CIS
12905,0.00,1.52,CIS
12906,3.01,11.36,CIS
12908,21.82,25.78,CIS
12910,0.00,1.37,CIS
12912,8.53,13.41,CIS
12923,0.00,6.70,CIS
12923,23.10,30.78,CIS
12925,14.02,16.15,CIS
12925,42.58,43.58,CIS
12932,0.00,21.18,CIS
12932,23.34,24.04,CIS
12932,24.38,31.39,CIS
12938,0.00,13.10,CIS
12938,15.54,41.14,CIS
12938,82.60,103.32,CIS
12938,106.68,112.16,CIS
12939,35.53,37.49,CIS
12939,88.30,92.84,CIS
12940,14.75,18.80,CIS
12940,40.84,47.39,CIS
12940,115.51,117.95,CIS
12941,31.82,36.57,CIS
12941,44.19,49.68,CIS
12941,104.97,109.72,CIS
12942,28.34,33.34,CIS
12942,37.18,39.95,CIS
12942,108.69,113.29,CIS
12945,0.00,3.87,CIS
12947,0.00,51.20,CIS
12954,0.00,14.63,CIS
12958,5.02,11.79,CIS
12960,0.00,44.19,CIS
12961,13.47,19.20,CIS
12962,0.00,22.86,CIS
12963,4.87,18.28,CIS
12969,0.00,17.37,CIS
12969,22.86,47.24,CIS
12970,25.66,35.47,CIS
12970,59.74,61.56,CIS
12972,0.00,9.75,CIS
12972A,0.00,6.09,CIS
12972B,0.00,5.18,CIS
12973,0.00,12.19,CIS
12974,0.00,12.19,CIS
12980,0.00,11.27,CIS
12981,0.00,1.21,CIS
12981,12.71,16.09,CIS
12982,0.00,3.62,CIS
12982,4.45,17.37,CIS
12982,19.56,20.93,CIS
12985,0.00,1.64,CIS
12988,0.00,8.77,CIS
12988,16.30,23.74,CIS
12988,25.08,45.72,CIS
12989,8.35,8.86,CIS
12990,4.26,4.63,CIS
12990,5.18,5.33,CIS
12990,17.06,18.89,CIS
12990,20.72,23.46,CIS
12992,0.00,17.16,CIS
12993,0.00,7.22,CIS
12993,9.08,32.61,CIS
12994,0.00,9.32,CIS
12994,12.64,18.13,CIS
12994,19.81,27.12,CIS
12995,0.00,50.29,CIS
12997,0.00,8.07,CIS
12997,37.27,46.02,CIS
12998,8.10,21.70,CIS
13004,0.00,21.64,CIS
13009,0.00,5.02,CIS
13014,0.00,11.21,CIS
13020,1.82,10.78,CIS
13023,14.02,17.37,CIS
13024,0.00,13.71,CIS
13025,0.00,12.49,CIS
13026,0.00,14.02,CIS
13028,18.44,21.94,CIS
13030,22.86,25.60,CIS
13033,8.53,10.05,CIS
13033,42.67,48.15,CIS
13033,89.21,91.44,CIS
13039,6.09,13.41,CIS
13045,5.42,5.69,CIS
13045,84.00,92.96,CIS
13045,132.58,133.19,CIS
13050,4.57,21.94,CIS
13052,0.00,10.42,CIS
13055,31.60,45.72,CIS
13071,28.95,40.44,CIS
13071,46.72,47.48,CIS
13072,31.51,38.34,CIS
13072,42.61,48.95,CIS
13073,24.38,31.24,CIS
13073,53.34,56.50,CIS
13077,24.14,32.61,CIS
13077,58.21,66.90,CIS
13077,77.60,78.94,CIS
13077,83.02,86.50,CIS
13077,101.80,105.15,CIS
13077,130.45,142.64,CIS
13078,53.34,66.90,CIS
13078,68.94,91.44,CIS
13080,0.00,10.36,CIS
13083,1.70,2.83,CIS
13086,0.00,1.79,CIS
13086,10.91,11.21,CIS
13092,119.32,120.15,CIS
13092A,72.54,73.30,CIS
13092A,122.98,123.20,CIS
13092A,151.01,151.37,CIS
13092A,158.67,158.98,FAI
13092A,168.40,169.20,CIS
13092A,174.07,174.89,CIS
13092A,191.71,192.72,CIS
