HOLE-ID,LOC_UTMX,LOC_UTMY,LOC_UTMZ,AZ_UTM,DIP,LENGTH_M,NO_DATA,DOUBTFUL_C
10294,294804.50,5331011.41,-132.57,6.58,-48.73,42.67,No_Litho,
10295,294849.17,5331004.91,-132.08,184.36,-21.17,22.86,No_Litho,
10296,294570.99,5331443.34,-551.17,180.58,-70.27,99.06,,
10297,294642.57,5331008.99,-168.52,182.41,32.78,83.82,,
10298,294675.55,5331007.01,-168.44,187.84,38.40,83.82,,
10299,294716.41,5331250.90,-168.25,2.31,90.00,15.24,,
103,294739.65,5331101.46,136.03,339.06,0.00,187.45,,
1030,294651.94,5331225.16,22.82,2.31,90.00,18.37,,
10300,294725.15,5331187.91,-168.74,2.31,90.00,15.24,,
10301,295110.01,5331107.89,-167.73,2.31,-50.00,76.20,,
10302,295109.91,5331107.67,-167.44,16.09,51.10,84.12,,
10303,294470.71,5331262.94,-166.23,2.31,75.00,22.86,,
10304,294470.77,5331262.61,-168.86,2.31,-90.00,37.79,,
10305,294730.14,5331443.87,-549.13,5.84,79.25,122.83,,
10306,294730.10,5331443.86,-551.58,3.04,-78.40,152.40,,
10307,294730.07,5331443.38,-549.22,183.04,78.40,121.61,,
10308,294730.09,5331443.41,-551.54,190.84,-79.30,151.18,,
10309,294778.52,5331429.35,-548.80,11.59,78.40,106.98,No_Litho,
1031,294995.10,5331046.59,22.00,240.31,0.00,213.36,,
10310,294778.51,5331429.31,-551.21,3.51,-78.88,76.20,No_Litho,
10311,294778.48,5331428.83,-548.76,183.51,78.88,121.98,No_Litho,
10312,294778.47,5331428.86,-551.20,186.18,-77.63,75.28,No_Litho,
10313,294818.08,5331422.73,-548.42,358.84,72.20,75.59,,
10314,294818.11,5331422.58,-550.82,358.96,-73.75,150.87,,
10315,294818.12,5331421.82,-548.49,178.66,73.75,61.87,,
10316,294818.10,5331422.14,-550.24,178.84,-72.20,152.09,,
10317,294818.14,5331421.02,-549.83,179.22,1.15,61.26,,
10318,294927.79,5331268.91,-661.05,2.31,-75.00,15.24,,
10319,294921.71,5331265.03,-657.95,182.31,70.00,7.62,,
1032,294717.67,5331207.88,22.04,289.88,61.00,20.72,,
10320,294928.13,5331268.48,-658.97,182.31,75.00,15.24,,
10321,294932.80,5331264.12,-660.14,182.31,70.00,15.24,,
10322,294944.90,5331242.75,-640.75,2.31,0.00,7.62,No_Litho,
10323,294578.34,5331202.02,-596.79,182.31,-86.00,45.41,,
10324,294405.10,5331079.95,-205.10,356.88,66.72,118.87,,
10325,294405.11,5331079.48,-204.94,2.31,90.00,121.61,,
10326,294405.11,5331079.48,-207.35,2.31,-90.00,172.51,,
10327,294405.14,5331079.05,-207.20,176.88,-66.72,167.64,,
10328,294443.34,5331076.58,-204.89,2.31,90.00,121.92,,
10329,294443.51,5331077.06,-204.97,9.91,66.16,121.92,,
1033,294995.32,5331050.13,21.88,2.46,-4.00,151.48,,
10330,294443.35,5331076.58,-207.57,182.31,-90.00,150.57,,
10331,294443.26,5331076.08,-207.45,182.31,-67.00,91.44,,
10332,294500.14,5331070.11,-205.18,2.31,77.00,6.40,No_Litho,
10333,294500.11,5331069.78,-207.71,182.31,-90.00,106.07,No_Litho,
10334,294559.38,5331052.81,-207.87,2.31,-80.00,98.14,,
10335,294604.45,5331040.83,-208.26,182.31,-85.00,121.00,,
10336,294547.17,5331105.34,-132.23,182.31,-80.00,89.91,,
10337,294380.86,5331194.38,-970.24,195.33,0.37,22.86,,
10338,294398.96,5331191.34,-970.38,186.04,1.22,22.86,,
10339,294470.72,5331262.85,-168.90,2.31,-77.00,37.79,,
1034,294622.27,5331071.39,20.19,2.31,-90.00,34.53,,
10340,294470.82,5331262.06,-168.86,171.58,-66.57,60.96,,
10341,294782.81,5331010.34,-132.93,2.31,-80.00,60.96,,
10342,294836.99,5331007.70,-132.48,2.31,-80.00,68.27,,
10343,294685.20,5331014.83,-206.18,2.31,80.00,35.96,,
10344,294685.26,5331014.59,-208.71,2.31,-90.00,34.74,,
10345,295051.10,5331281.61,-1017.52,158.39,2.13,22.86,No_Litho,
10346,295090.66,5331297.91,-1017.37,168.61,3.75,39.01,No_Litho,
10347,294737.34,5331354.18,-973.48,203.01,-1.15,37.49,,
10348,294738.30,5331356.45,-973.43,23.01,1.15,30.48,,
10349,294721.01,5331348.40,-973.54,185.36,0.82,22.86,,
1035,294622.23,5331071.39,22.48,2.31,90.00,35.26,,
10350,294721.25,5331350.96,-973.58,5.36,-0.83,15.24,,
10351,294836.90,5331376.61,-972.44,16.19,1.80,38.10,No_Litho,
10352,294781.08,5331312.59,-1019.04,176.16,2.15,10.66,No_Litho,
10353,295057.38,5331170.04,-1322.29,139.04,0.22,45.72,,
10354,295055.88,5331171.77,-1322.30,319.04,-0.22,45.72,,
10355,294493.88,5331243.43,-166.56,2.31,85.00,34.74,No_Litho,
10356,294493.88,5331243.31,-168.91,182.31,-85.00,45.72,No_Litho,
10357,294467.43,5331244.62,-166.44,2.31,90.00,16.15,,
10358,294673.94,5331002.14,-208.79,2.31,-90.00,39.31,,
10359,294673.98,5331002.02,-206.34,169.11,85.03,37.18,,
1036,294536.02,5331229.11,59.27,179.51,-73.60,35.05,,
10360,294573.23,5331134.29,20.12,175.09,-66.00,121.92,,
10361,294573.18,5331133.39,20.19,182.31,-30.00,121.92,,
10362,294788.27,5331026.42,20.09,2.31,-85.00,90.83,,
10363,294506.99,5331188.46,-243.80,182.31,65.00,52.42,,
10364,294534.24,5331138.11,22.29,3.61,71.30,120.39,,
10365,294534.16,5331137.46,22.49,182.31,75.00,76.50,,
10366,294573.38,5331135.21,22.25,9.53,66.00,117.95,,
10367,294573.33,5331134.19,22.07,177.21,62.00,61.26,,
10368,294499.67,5331012.50,-168.10,181.68,0.00,152.40,,
10369,294325.56,5331100.37,-1260.79,9.18,-0.66,44.19,,
1037,294551.13,5331229.02,59.24,174.93,-79.83,35.66,,
10370,294324.99,5331097.77,-1260.80,192.14,0.12,30.48,,
10371,294370.63,5331096.96,-1261.18,360.48,-0.37,45.72,,
10372,294370.58,5331094.33,-1261.16,180.48,37.00,30.48,,
10373,295060.64,5331131.70,-167.24,2.31,82.00,54.25,,
10374,295060.72,5331131.61,-169.59,2.31,-90.00,36.57,,
10375,295047.78,5331145.42,-169.61,161.74,-75.50,37.18,No_Litho,
10376,295109.00,5331135.21,-166.99,348.06,47.45,30.78,,
10377,295109.21,5331134.45,-166.75,351.53,85.25,60.96,,
10378,295109.21,5331134.28,-169.05,170.39,-85.93,60.35,,
10379,294300.16,5331101.36,-1260.61,204.91,-0.40,22.86,,
1038,294519.60,5331227.32,59.41,191.03,-75.00,34.44,,
10380,294965.18,5331161.47,-1261.47,29.64,3.48,19.81,,
10381,294894.20,5331215.98,-734.26,347.83,-56.10,20.72,No_Litho,
10382,294885.14,5331215.59,-734.35,360.98,-52.50,21.33,,
10383,294770.98,5331221.37,-779.05,4.31,-2.25,7.62,No_Litho,
10384,293921.15,5331156.49,-241.70,2.31,90.00,45.72,,
10385,293921.20,5331156.40,-244.26,182.31,-85.00,45.72,,
10386,295109.03,5331135.04,-169.11,2.31,-60.00,30.48,,
10387,294891.14,5331259.86,-916.79,352.54,-38.82,24.38,No_Litho,
10388,294909.81,5331263.31,-916.41,348.63,-31.90,24.38,No_Litho,
1039,294506.47,5331227.47,61.43,361.74,79.00,30.48,,
10392,294961.91,5331161.12,-1206.30,359.81,0.83,30.48,,
10393,294961.91,5331158.68,-1206.30,179.81,-0.83,30.48,,
10394,294534.18,5331137.73,22.51,2.31,90.00,60.96,,
10395,295110.29,5331105.81,-168.08,168.53,15.00,60.96,,
10396,294809.38,5331110.69,-168.19,2.31,90.00,69.18,No_Litho,
10397,294809.46,5331110.39,-171.04,182.31,-75.00,76.20,No_Litho,
10398,293904.49,5331161.53,317.21,2.31,-90.00,58.52,No_Assay,
10399,293930.68,5331151.06,318.36,2.31,-80.00,56.08,No_Assay,
104,294741.23,5331092.28,96.84,167.56,-45.00,169.46,,
1040,294505.27,5331227.56,59.47,182.31,-77.00,34.74,,
10400,294809.99,5330977.94,317.43,182.31,-90.00,304.80,,
10401,294625.29,5330986.78,316.88,2.31,-90.00,298.70,,
10402,294459.93,5330999.38,315.36,2.31,-88.00,140.51,,
10403,295008.94,5331166.47,-1322.45,4.68,-1.55,504.44,,
10404,295008.96,5331161.95,-1322.43,184.53,0.42,144.17,,
10405,293974.53,5331165.24,-242.01,2.31,85.00,60.96,No_Litho,
10406,293974.55,5331164.99,-244.39,182.31,-85.00,60.04,No_Litho,
10407,294683.99,5331401.28,-549.31,2.31,90.00,87.78,,
10408,294684.06,5331401.24,-551.96,2.31,-90.00,105.76,,
10409,294806.84,5331195.99,-1180.89,191.09,1.57,15.24,,
1041,294126.66,5331120.18,62.03,3.19,-1.00,213.05,,
10410,293833.15,5331158.66,-241.71,2.31,82.00,60.96,No_Litho,
10411,294256.52,5331098.44,-1260.91,2.61,-0.73,254.20,No_Litho,
10412,294256.36,5331094.90,-1260.38,184.04,0.18,252.37,No_Litho,
10413,294467.36,5331244.53,-168.95,182.31,-82.00,45.72,,
10414,294440.70,5331246.64,-166.78,2.31,87.00,45.72,,
10415,294440.68,5331246.45,-169.02,188.73,-82.22,130.45,,
10416,294374.37,5330999.18,315.74,182.31,-90.00,229.51,,
10417,294853.79,5331186.83,97.55,182.31,-86.00,61.26,,
10418,294815.61,5331194.09,97.33,182.31,-87.00,60.96,,
10419,294788.00,5331198.50,97.02,182.31,-82.00,39.92,,
1042,294126.43,5331116.17,62.15,182.04,0.00,168.24,,
10420,294761.55,5331205.32,96.83,182.31,-85.00,21.33,,
10421,294313.99,5331026.85,317.70,2.31,-80.00,152.70,,
10422,294237.97,5331016.06,320.17,2.31,-90.00,488.59,,
10423,294482.98,5331175.97,-916.05,2.31,0.00,18.28,No_Litho,
10424,294482.71,5331173.96,-916.07,182.31,0.00,6.09,No_Litho,
10425,294498.25,5331305.04,-166.18,5.46,81.32,46.32,No_Litho,
10426,294498.21,5331304.65,-168.72,185.46,-81.32,45.72,No_Litho,
10427,294475.27,5331299.95,-166.41,330.63,81.65,45.72,,
10428,294475.45,5331299.96,-168.70,150.63,-81.65,46.32,,
10429,294451.98,5331288.34,-166.53,361.81,81.42,46.32,,
1043,294758.63,5331175.69,60.83,358.61,65.00,33.52,,
10430,294451.97,5331287.99,-168.88,181.81,-81.42,46.02,,
10431,294500.21,5331070.95,-205.38,4.79,43.57,75.28,No_Litho,
10432,294924.35,5331279.53,-938.05,335.58,11.75,25.90,,
10433,294926.96,5332182.71,-938.41,352.91,12.93,24.38,No_Litho,
10434,294505.22,5330998.36,-167.17,182.31,70.00,22.86,,
10435,294505.27,5330998.44,-168.25,182.31,-70.00,22.86,,
10436,294519.17,5331023.90,-169.49,2.31,-90.00,14.93,No_Litho,
10437,294519.17,5331023.90,-167.06,2.31,90.00,18.28,No_Both,
10438,294598.80,5330983.58,-1018.81,326.71,2.50,22.86,,
10439,294853.74,5331186.85,97.38,2.31,-90.00,61.26,,
1044,294758.59,5331174.70,60.81,350.49,83.00,15.24,,
10440,294787.83,5331198.70,97.04,2.31,-90.00,54.86,,
10441,294761.56,5331205.45,96.84,2.31,-90.00,34.44,,
10442,294761.60,5331205.77,96.86,2.31,-75.00,21.03,,
10443,294890.10,5331265.83,-938.44,164.51,14.50,30.48,No_Litho,
10444,294930.59,5331275.90,-938.07,163.58,14.92,30.48,,
10445,294761.56,5331205.57,96.83,2.31,-85.00,27.43,,
10446,294181.39,5331096.68,-243.37,2.31,75.00,53.03,,
10447,294181.40,5331096.55,-243.33,2.31,82.00,76.20,,
10448,294181.43,5331096.93,-245.69,2.31,-65.00,45.72,,
10449,294181.55,5331096.08,-245.68,182.31,-77.00,36.88,,
1045,294773.25,5331178.87,61.02,2.31,90.00,16.15,,
10450,294229.17,5331101.42,-243.47,2.31,77.00,75.59,,
10451,294229.27,5331100.97,-245.81,182.31,-82.00,75.28,,
10452,294451.92,5331287.64,-166.67,182.31,65.00,30.48,,
10453,294451.94,5331287.27,-168.90,182.01,-52.00,60.19,,
10454,294475.22,5331299.32,-166.48,182.31,65.00,38.10,,
10455,294461.44,5331299.52,-168.75,182.31,-52.00,44.65,,
10456,293969.85,5331150.30,-363.21,182.31,85.00,26.21,No_Litho,
10457,293969.85,5331150.30,-363.21,227.31,45.00,16.76,No_Both,
10458,294637.72,5331018.55,97.64,2.31,-75.00,53.34,,
10459,294637.71,5331018.60,99.88,2.31,75.00,82.90,,
1046,294803.57,5331174.51,61.06,301.68,87.00,13.71,,
10460,294637.80,5331019.23,97.65,182.31,-75.00,75.28,,
10461,294637.77,5331019.24,99.94,182.31,75.00,93.87,,
10462,294314.56,5331124.72,-457.52,212.51,68.70,23.77,,
10463,294314.45,5331123.75,-459.80,173.51,-55.58,15.24,,
10464,293977.93,5331205.35,-205.07,252.53,-35.63,21.03,No_Both,
10465,293960.59,5331217.52,-204.98,171.09,-48.97,17.37,No_Both,
10466,293935.98,5331221.71,-204.84,178.18,-41.42,19.81,No_Both,
10466B,293935.76,5331221.47,-204.03,172.61,0.00,14.63,No_Both,
10467,293901.06,5331204.31,-204.17,182.31,-15.00,21.33,No_Both,
10468,293900.86,5331205.28,-204.72,182.31,-65.00,14.32,No_Both,
10469,294293.74,5331101.44,-1260.59,16.18,0.16,46.63,,
1047,294817.13,5331174.48,61.07,2.31,90.00,22.46,,
10470,294423.71,5331097.16,-1260.14,180.34,0.87,258.47,,
10471,294423.79,5331101.36,-1259.72,361.61,-0.70,261.21,,
10472,294887.80,5331268.75,-938.23,353.59,23.72,13.10,,
10473,294869.40,5331184.83,97.59,182.31,-87.00,74.98,,
10474,294871.42,5331184.44,97.55,103.64,-42.00,60.96,,
10475,294457.87,5331141.44,-245.49,181.43,0.00,152.40,,
10476,294458.08,5331143.19,-244.08,2.31,70.00,60.96,,
10477,294359.11,5331136.63,-246.09,2.31,-80.00,52.42,No_Litho,
10478,294359.14,5331136.89,-243.80,2.31,70.00,45.72,No_Litho,
10479,294404.16,5331135.40,-246.16,2.31,-75.00,53.34,,
1048,294832.59,5331172.01,61.27,7.36,84.00,14.93,,
10480,294404.10,5331135.64,-244.12,2.31,70.00,61.26,,
10481,294699.22,5331019.33,99.10,356.56,35.00,45.41,,
10482,294794.92,5331199.36,-1181.31,341.01,1.62,10.36,,
10483,294806.62,5331198.43,-1181.47,359.03,1.37,10.66,,
10484,294817.81,5331196.90,-1181.20,45.97,0.05,10.36,No_Litho,
10485,294903.47,5331153.46,-1261.56,13.68,0.00,260.60,No_Litho,
10486,294585.19,5331189.30,97.62,2.31,-85.00,61.26,,
10487,294585.11,5331189.25,99.68,2.31,90.00,30.17,,
10488,294585.10,5331188.83,99.61,182.31,65.00,74.06,,
10489,294585.07,5331188.38,97.72,180.13,-50.68,29.87,,
1049,294718.38,5331207.28,22.23,15.98,76.00,34.44,,
10490,294655.44,5331183.43,97.15,2.31,-70.00,44.80,,
10491,294655.08,5331182.90,99.53,182.31,80.00,38.10,,
10492,294654.96,5331182.49,99.35,214.08,59.15,60.96,,
10493,294902.48,5331149.20,-1261.54,193.84,-0.01,167.64,No_Litho,
10494,294861.62,5331125.48,-1323.12,360.88,-1.21,410.56,No_Litho,
10495,293833.28,5331158.27,-244.01,182.31,-80.00,60.35,No_Litho,
10496,293885.36,5331171.59,-241.70,2.31,80.00,60.35,No_Litho,
10497,293885.70,5331171.23,-244.18,182.31,-80.00,60.96,No_Litho,
10498,294545.92,5331053.26,20.79,177.73,-41.55,15.24,,
10499,294547.41,5331052.78,21.87,135.41,1.73,30.48,,
10-4995-1,294656.35,5330944.59,239.26,221.11,90.00,42.67,No_Litho,
10-4995-2,294656.87,5330943.19,236.14,183.84,-65.00,91.44,No_Litho,
10-4995-3,294656.54,5330944.48,236.01,2.85,-75.00,91.74,No_Litho,
105,294741.45,5331091.48,97.14,167.56,0.00,83.51,,
1050,294719.37,5331206.53,22.14,69.28,69.00,34.83,,
10500,294597.87,5331052.10,22.55,175.16,51.50,30.48,,
10501,294597.01,5331072.35,22.68,350.88,44.97,30.48,,
10502,294596.93,5331072.67,20.75,348.03,-42.62,15.24,,
10503,294628.04,5331139.02,22.18,182.31,45.00,22.86,,
10504,294627.82,5331138.43,20.00,182.31,-45.00,7.62,,
10505,294627.53,5331099.50,22.53,2.31,90.00,15.24,,
10506,294737.38,5331211.75,-367.34,255.47,51.83,61.56,,
10507,294739.19,5331212.00,-367.26,91.08,45.85,75.28,,
10-5070-1A,294678.53,5330984.78,241.04,362.31,-80.00,85.95,No_Litho,
10-5070-1B,294678.53,5330984.78,241.04,185.50,-80.00,92.35,No_Litho,
10508,294738.04,5331211.90,-367.29,166.19,67.35,68.88,,
10509,294570.78,5331008.25,-167.86,180.86,40.55,121.31,,
1051,294693.49,5331069.04,161.28,86.21,0.00,7.31,,
10510,294395.39,5331190.88,-549.41,168.68,81.87,91.74,,
10-5100-1,294685.81,5330939.01,243.55,267.91,90.00,39.62,No_Litho,
10-5100-2,294685.95,5330939.55,241.02,9.50,-70.00,92.96,No_Litho,
10-5100-3,294686.20,5330938.19,240.81,181.85,-60.00,91.44,No_Litho,
10511,294331.69,5331177.47,-551.46,38.66,-63.57,61.56,,
10512,294330.99,5331176.58,-549.18,218.66,63.57,60.65,,
10513,294196.83,5331252.36,-774.44,319.56,44.37,46.02,,
10514,294197.99,5331251.72,-774.28,62.28,46.52,46.02,,
10-5145-1,294701.79,5330989.68,244.77,174.08,65.00,40.23,No_Litho,
10-5145-2,294701.51,5330991.42,242.70,2.76,-40.00,45.72,No_Litho,
10-5145-3,294701.42,5330990.53,242.59,353.10,-80.00,76.20,No_Litho,
10515,294331.17,5331176.79,-551.35,219.31,-66.35,90.83,,
10516,294348.54,5331202.69,-245.72,2.31,-60.00,53.03,,
10517,294386.28,5331221.80,-245.30,2.31,-75.00,44.80,,
10518,295021.50,5331159.09,-167.17,2.31,82.00,46.02,,
10519,295021.43,5331158.75,-169.21,182.31,-82.00,45.41,,
1052,294705.83,5331070.55,160.60,342.54,0.00,7.62,,
10520,294615.11,5331010.96,-169.89,2.31,-75.00,38.10,No_Litho,
10-5205-1,294719.17,5330983.56,246.26,2.53,50.00,46.63,No_Litho,
10-5205-2,294719.43,5330982.09,246.25,181.60,75.00,45.72,No_Litho,
10521,294615.01,5331009.99,-168.28,185.29,46.13,121.92,No_Litho,
10522,293885.65,5331173.20,-243.09,359.69,-0.27,17.06,No_Both,
10523,293952.28,5331108.66,-244.47,2.31,90.00,68.58,No_Litho,
10524,293952.18,5331108.89,-242.02,182.31,-80.00,45.41,No_Litho,
10525,293987.73,5331116.66,-244.62,182.31,-82.00,60.35,,
10526,293987.77,5331116.68,-242.33,182.31,82.00,76.80,,
10-5265-1,294736.93,5330974.19,249.48,2.40,60.00,55.47,No_Litho,
10-5265-2,294737.29,5330972.93,249.11,185.47,45.00,54.86,No_Litho,
10-5265-3,294737.07,5330974.91,247.25,359.12,-40.00,60.96,No_Litho,
10-5265-4,294736.44,5330924.22,224.00,87.81,-90.00,32.00,No_Litho,
10-5265-5,294736.34,5330923.18,223.96,183.48,-55.00,45.72,No_Litho,
10-5265-6,294735.99,5330924.58,227.19,357.45,85.00,51.81,No_Litho,
10-5265-7,294736.29,5330923.67,227.23,171.21,75.00,19.20,No_Litho,
10-5265-7A,294736.30,5330922.94,227.23,180.60,55.00,77.72,No_Litho,
10527,294507.60,5331226.38,-543.76,267.13,87.87,30.48,,
10528,294507.73,5331226.39,-547.02,87.13,-87.87,22.86,,
10529,294532.67,5331223.80,-533.56,163.88,87.10,22.86,No_Litho,
10-5295-1,294743.60,5330921.95,229.46,7.97,90.00,16.61,No_Litho,
10-5295-1A,294743.60,5330921.95,227.23,171.21,65.00,38.10,No_Litho,
10-5295-2,294744.14,5330921.77,225.32,50.31,-90.00,30.48,No_Litho,
10-5295-3,294743.79,5330925.76,225.85,360.66,-12.00,37.18,No_Litho,
10-5295-4,294743.73,5330922.17,225.28,181.89,-80.00,56.38,No_Litho,
1053,294705.75,5331070.86,160.14,161.96,-43.00,12.80,,
10530,294532.65,5331223.87,-536.24,343.88,-87.10,22.86,No_Litho,
10531,294697.56,5331241.81,-732.48,7.64,72.00,91.44,,
10532,294697.47,5331241.45,-735.01,7.08,-82.10,45.72,,
10-5325-1,294753.19,5330884.22,215.93,6.41,-60.00,76.20,No_Litho,
10-5325-2,294753.20,5330883.51,215.97,77.61,-90.00,77.72,No_Litho,
10-5325-3,294751.89,5330880.37,216.13,187.24,-60.00,91.44,No_Litho,
10-5325-4,294753.16,5330883.76,218.57,13.49,80.00,60.96,No_Litho,
10533,294724.76,5331032.00,-207.24,185.66,35.00,45.72,,
10534,294739.99,5331030.19,-207.27,181.94,35.00,30.48,,
10-5340-1,294759.68,5330932.83,232.13,162.06,90.00,47.24,No_Litho,
10-5340-2,294759.54,5330931.42,230.62,176.48,30.00,76.20,No_Litho,
10-5340-3,294759.38,5330934.59,228.35,360.47,-45.00,53.34,No_Litho,
10535,294739.97,5331030.17,-209.16,183.38,-40.00,37.79,,
10536,295049.04,5331168.64,-1322.30,27.53,-0.35,246.88,No_Litho,
10537,294723.46,5331189.38,-1323.54,10.59,0.47,243.53,,
10538,293952.22,5331109.54,-242.23,2.31,60.00,75.28,No_Litho,
10539,294903.48,5331153.47,-1260.86,13.24,39.70,53.34,No_Litho,
1054,294720.22,5331072.66,163.00,171.68,0.00,7.31,,
10540,294903.24,5331152.44,-1262.93,10.79,68.02,45.72,No_Litho,
10541,294947.54,5331161.16,-1260.50,4.64,39.08,53.03,No_Litho,
10542,294947.80,5331160.33,-1262.57,11.97,-68.62,45.72,No_Litho,
10543,294947.52,5331158.51,-1261.42,186.97,1.33,14.93,No_Litho,
10544,294843.87,5331167.08,-169.88,186.26,-77.00,38.10,,
10545,294866.83,5331157.60,-168.13,2.31,85.00,35.35,No_Litho,
10546,294866.83,5331157.34,-170.57,182.31,-85.00,9.75,No_Litho,
10547,295158.24,5331130.13,-166.52,2.31,82.00,46.32,,
10548,295158.20,5331129.79,-168.87,182.31,-82.00,60.65,,
10549,295132.20,5331131.89,-166.70,2.31,82.00,45.41,No_Litho,
1055,294733.77,5331071.98,159.05,180.24,0.00,3.04,,
10550,295132.24,5331131.47,-169.06,182.31,-82.00,60.96,No_Litho,
10551,295111.90,5331134.21,-169.04,2.31,-90.00,37.18,,
10552,295084.60,5331131.67,-166.98,2.31,82.00,60.65,No_Litho,
10553,295084.56,5331131.31,-169.35,182.31,-82.00,60.96,No_Litho,
10554,295059.17,5331132.61,-167.42,5.56,50.15,46.02,,
10555,295059.14,5331132.39,-169.61,4.71,-58.77,46.02,,
10556,295058.94,5331131.92,-169.68,2.31,-82.00,27.43,,
10557,294889.03,5331077.50,-1002.65,19.43,37.23,22.86,No_Litho,
10558,294888.19,5331076.05,-1001.97,200.74,89.38,15.24,No_Both,
10559,294060.01,5331068.55,-242.69,182.31,82.00,60.35,No_Litho,
1056,294733.47,5331074.62,159.05,358.89,0.00,7.46,,
10560,294059.93,5331068.60,-245.02,182.31,-85.00,33.52,No_Litho,
10561,294059.90,5331068.42,-245.03,182.31,-75.00,44.80,No_Litho,
10562,294092.13,5331074.11,-242.71,2.31,90.00,61.26,,
10-5625-2,294844.28,5330926.75,172.00,334.51,-28.30,38.10,No_Litho,
10-5625-4,294845.00,5330923.51,172.07,193.01,-28.90,38.10,No_Litho,
10563,294092.11,5331073.94,-245.18,182.31,-85.00,34.13,,
10564,294119.61,5331078.22,-242.78,2.31,85.00,60.96,,
10565,294119.61,5331077.94,-245.22,182.31,-85.00,33.52,,
10566,294151.88,5331091.25,-243.20,2.31,85.00,58.52,,
10567,294151.84,5331091.15,-245.48,2.31,-90.00,45.72,,
10568,294151.84,5331090.83,-245.47,182.31,-75.00,36.27,,
10569,294843.32,5331164.82,-169.86,186.93,-77.00,38.10,,
1057,294733.41,5331074.31,158.23,356.41,-43.00,10.66,,
10570,294520.74,5331227.25,-537.62,317.31,87.07,22.55,,
10571,294520.81,5331227.30,-540.66,45.91,-87.95,15.24,,
10572,294549.69,5331229.92,-524.83,236.63,86.85,18.28,,
10573,294549.80,5331230.00,-527.47,56.63,-86.85,22.86,,
10574,294871.89,5331151.26,-1261.02,6.47,49.65,60.96,,
10575,294871.80,5331150.65,-1263.13,355.48,-60.66,29.87,,
10576,294830.76,5331144.00,-1263.29,2.31,-64.77,45.72,No_Litho,
10-5760-1,294886.12,5330914.78,179.00,361.01,-37.30,25.90,No_Litho,
10-5760-2,294885.22,5330914.67,179.14,324.31,-30.20,37.49,No_Litho,
10-5760-3,294885.24,5330913.07,179.23,246.01,-40.00,38.10,No_Litho,
10577,294831.07,5331144.81,-1261.06,12.24,47.90,60.96,No_Litho,
10578,294768.85,5331305.43,-491.42,2.31,90.00,14.93,No_Both,
10579,294768.85,5331305.43,-494.19,2.31,-90.00,15.24,No_Both,
1058,294719.84,5331074.55,162.84,349.09,0.00,7.31,,
10580,294538.62,5331260.15,-506.07,193.13,-71.50,106.68,No_Litho,
10581,294563.95,5331207.10,-503.78,277.31,-62.50,82.90,,
10582,294537.87,5331222.24,-505.48,10.81,-34.90,52.42,,
10583,294273.62,5331098.45,-1260.47,349.15,0.38,27.73,,
10584,294865.82,5331278.59,-549.13,4.19,76.45,33.68,No_Litho,
10585,294865.78,5331278.11,-551.38,184.16,-78.80,68.58,No_Litho,
10586,294835.53,5331285.41,-551.59,4.73,-25.73,105.76,No_Litho,
10587,294835.54,5331285.87,-549.33,3.24,48.35,99.06,No_Litho,
10588,294835.46,5331285.03,-549.22,358.58,79.37,68.58,No_Litho,
10589,294802.39,5331195.72,-549.32,361.04,75.53,61.56,,
1059,294719.85,5331074.26,162.11,346.48,-44.00,9.14,,
